frame_ctr,frame_len,frame_data,frame_gap,device
4107,20,7105000000FF070800CDB3,1.9268949482956168,GR_body_sensor
4107,20,7105000000FF070800CDB3,1.9427094171833756,GR_body_sensor
5107,19,7105000000FF07080059,1.9061940495636802,GR_body_sensor
8102,22,0010017105000000FF07080098,2.0764113573616783,GR_body_sensor
8102,22,0011017105000000FF07080099,2.027902867308901,GR_body_sensor
8102,22,0011017105000000FF07080099,2.0470375947705994,GR_body_sensor
8102,22,0011017105000000FF07080099,2.0459248044617477,GR_body_sensor
C102,13,151F015D,2.1210049939635196,GR_siren
0302,10,95,2.0344960788548363,GR_body_sensor
4108,19,7105000000FF07080046,1.9056629964322693,GR_body_sensor
4108,19,7105000000FF07080046,2.0158597500357116,GR_body_sensor
4108,19,7105000000FF07080046,2.027998142945927,GR_body_sensor
4502,27,2000FA40000000007105000000FF070800DA,2.079646633935783,GR_body_sensor
4101,14,200100A392,1.9803447408000074,GR_body_sensor
0301,11,160A,10.261762476001605,z_wave_controller
4102,14,2001004AEB,1.9213787722190008,GR_body_sensor
4102,14,2001004AEB,2.096761529498257,GR_body_sensor
5102,13,200100E7,2.064726237609891,GR_body_sensor
4103,14,2001000F4B,1.927145721490413,GR_body_sensor
4103,14,2001000F4B,1.9728282837560152,GR_body_sensor
5103,13,200100E6,2.0434674618619124,GR_body_sensor
8101,16,00100120010038,1.9147633033836866,GR_body_sensor
8101,16,00110120010039,1.9632314205298063,GR_body_sensor
8101,16,00110120010039,1.9019943344820527,GR_body_sensor
8101,16,00110120010039,1.9500142520193946,GR_body_sensor
C101,13,151F015E,2.113430065358149,GR_siren
0301,10,96,1.9384663210590976,GR_body_sensor
4104,13,200100F1,1.9377873695024892,GR_body_sensor
4104,13,200100F1,2.0366081307166133,GR_body_sensor
4104,13,200100F1,1.9393603555748786,GR_body_sensor
4501,21,2000FA400000000020010072,1.9730096344104069,GR_body_sensor
4105,21,7105000000FF07000108D83E,2.018863292877577,GR_body_sensor
0305,11,CACA,10.632458966451829,z_wave_controller
4106,21,7105000000FF07000108E66F,1.9769708403493305,GR_body_sensor
4106,21,7105000000FF07000108E66F,2.035368233906469,GR_body_sensor
5106,20,7105000000FF070001085E,1.9226245669288495,GR_body_sensor
4107,21,7105000000FF07000108A30C,1.9577931266886712,GR_body_sensor
4107,21,7105000000FF07000108A30C,1.9418402362845477,GR_body_sensor
5107,20,7105000000FF070001085F,1.9546099745088714,GR_body_sensor
8102,23,0010017105000000FF0700010898,1.9500428387640791,GR_body_sensor
8102,23,0011017105000000FF0700010899,2.0231612682337135,GR_body_sensor
8102,23,0011017105000000FF0700010899,2.0288349698533734,GR_body_sensor
8102,23,0011017105000000FF0700010899,2.0223512598609052,GR_body_sensor
C102,13,151F015D,2.141363766606156,GR_siren
0302,10,95,1.9198641253971953,GR_body_sensor
4108,20,7105000000FF0700010840,2.073417239859564,GR_body_sensor
4108,20,7105000000FF0700010840,2.016547336569972,GR_body_sensor
4108,20,7105000000FF0700010840,2.0796331769615763,GR_body_sensor
4502,28,2000FA40000000007105000000FF07000108DC,1.9424699190116512,GR_body_sensor
4101,12,840755,3.3510713172711197,GR_door_sensor
0301,10,92,10.992606409786385,z_wave_controller
4102,12,840859,10.925551516607282,z_wave_controller
0302,10,91,3.394446261637817,GR_door_sensor
4101,21,7105000000FF05000102A4FF,3.2647291919253947,GR_water_sensor
0301,11,46AF,10.918244986408384,z_wave_controller
4102,15,30030006E866,3.246582048222102,GR_water_sensor
0302,11,1FFF,10.151012884592765,z_wave_controller
0502,22,2000FA400000000001220100CE,10.56298401378775,z_wave_controller
4103,14,800351F146,3.1552782977715608,GR_water_sensor
0303,11,28CF,10.925979200066086,z_wave_controller
4101,19,7105000000FF06170053,3.49676379431736,GR_door_sensor
0301,10,92,10.352184436060366,z_wave_controller
4102,14,3003000AEE,3.3773152977887686,GR_door_sensor
0302,10,91,10.617602402077647,z_wave_controller
4103,19,7105000000FF06160050,3.4117821273640505,GR_door_sensor
0303,10,90,10.54133881902172,z_wave_controller
4104,14,3003FF0A17,3.3864868602045908,GR_door_sensor
0304,10,97,10.55706098125576,z_wave_controller
4105,19,7105000000FF06170057,3.4325500149245376,GR_door_sensor
0305,10,96,10.052503658989442,z_wave_controller
4106,14,3003000AEA,3.341420221854399,GR_door_sensor
0306,10,95,10.265479938863002,z_wave_controller
4107,19,7105000000FF06160054,3.436964176883226,GR_door_sensor
0307,10,94,10.919948927308319,z_wave_controller
4108,14,3003FF0A1B,3.316953087076345,GR_door_sensor
0308,10,9B,10.10341478251427,z_wave_controller
4109,19,7105000000FF0617005B,3.42751180194485,GR_door_sensor
0309,10,9A,10.786956890609426,z_wave_controller
410A,14,3003000AE6,3.40353220871,GR_door_sensor
030A,10,99,10.42458877850003,z_wave_controller
4101,19,7105000000FF06170055,5.178926848614399,NEO_door_sensor
0301,10,94,10.831561564497498,z_wave_controller
4102,14,3003000AE8,5.195138388372927,NEO_door_sensor
0302,10,97,10.367110148567056,z_wave_controller
4101,19,7105000000FF06160052,3.321396072380366,GR_door_sensor
0301,10,92,10.666066409798953,z_wave_controller
4102,14,3003FF0A11,3.3261353948985724,GR_door_sensor
0302,10,91,10.918614829884055,z_wave_controller
4103,19,7105000000FF06170051,3.349652971783861,GR_door_sensor
0303,10,90,10.760572565348255,z_wave_controller
4104,14,3003000AE8,3.426127955599465,GR_door_sensor
0304,10,97,10.532668272146793,z_wave_controller
4101,19,7105000000FF06160052,3.438816461361937,GR_door_sensor
0301,10,92,10.575535435760191,z_wave_controller
4102,14,3003FF0A11,3.3530003809873126,GR_door_sensor
0302,10,91,10.930062756866285,z_wave_controller
4103,19,7105000000FF06170051,3.4972924712753137,GR_door_sensor
0303,10,90,10.83785537516422,z_wave_controller
4104,14,3003000AE8,3.4154008363641943,GR_door_sensor
0304,10,97,10.050059178309885,z_wave_controller
4101,19,7105000000FF06160052,3.372136339238384,GR_door_sensor
0301,10,92,10.238993680395865,z_wave_controller
4102,14,3003FF0A11,3.341333974636721,GR_door_sensor
0302,10,91,10.562825709580911,z_wave_controller
4101,21,7105000000FF05000102A4FF,3.1861053392305165,GR_water_sensor
0301,11,46AF,10.001908227497266,z_wave_controller
4102,15,30030006E866,3.189532745709491,GR_water_sensor
0302,11,1FFF,10.977177418425816,z_wave_controller
4103,14,800351F146,3.1583743742342287,GR_water_sensor
0303,11,28CF,10.000197558752623,z_wave_controller
0503,22,2000FA400000000001220100CF,10.716460590751122,z_wave_controller
4101,12,840753,5.05096721961851,NEO_door_sensor
0301,10,94,10.36883270617217,z_wave_controller
4103,12,84085E,10.83967564620114,z_wave_controller
0303,10,96,5.3452984027769235,NEO_door_sensor
4101,12,840755,3.377691547050081,GR_door_sensor
0301,10,92,10.096314747976523,z_wave_controller
4104,12,84085F,10.386532459031818,z_wave_controller
0304,10,97,3.3285508209903716,GR_door_sensor
4101,13,8407F539,2.005862454478529,GR_body_sensor
0301,11,160A,10.789147766516415,z_wave_controller
4101,13,84089802,10.93002074099333,z_wave_controller
0301,11,0139,2.0539660095278984,GR_body_sensor
4101,21,7105000000FF05000102A4FF,3.1545566934279434,GR_water_sensor
0301,11,46AF,10.132013237457564,z_wave_controller
4102,15,30030006E866,3.288238252334471,GR_water_sensor
0302,11,1FFF,10.709247679473787,z_wave_controller
4103,14,800351F146,3.2223420717642988,GR_water_sensor
0303,11,28CF,10.95557764193397,z_wave_controller
0504,22,2000FA400000000001220100C8,10.96494453030792,z_wave_controller
4101,12,840753,5.0289287255351605,NEO_door_sensor
0301,10,94,10.461638186845727,z_wave_controller
4105,12,840858,10.627872804241376,z_wave_controller
0305,10,90,5.224782448855031,NEO_door_sensor
4101,12,840755,3.3792949659629756,GR_door_sensor
0301,10,92,10.016560743134546,z_wave_controller
4106,12,84085D,10.228139885616306,z_wave_controller
0306,10,95,3.451109529426561,GR_door_sensor
4101,13,84072DBB,3.4379054394866366,NEO_water_sensor
0301,11,2669,10.616520077099167,z_wave_controller
4102,13,84082F80,10.570199590627634,z_wave_controller
0302,11,B6BB,3.452089885237112,NEO_water_sensor
4101,21,7105000000FF05000102A4FF,3.1339847417185647,GR_water_sensor
0301,11,46AF,10.156571955770819,z_wave_controller
4102,15,30030006E866,3.2689048894506327,GR_water_sensor
0302,11,1FFF,10.003180797564404,z_wave_controller
4103,14,800351F146,3.2037056176452343,GR_water_sensor
0303,11,28CF,10.48422688254956,z_wave_controller
0505,22,2000FA400000000001220100C9,10.9064996444246,z_wave_controller
4101,12,840753,5.226603409861109,NEO_door_sensor
0301,10,94,10.470946705196111,z_wave_controller
4107,12,84085A,10.773136036974446,z_wave_controller
0307,10,92,5.049333918299202,NEO_door_sensor
4101,12,840755,3.316604213451445,GR_door_sensor
0301,10,92,10.490974903226352,z_wave_controller
4108,12,840853,10.421241852650132,z_wave_controller
0308,10,9B,3.375647315904315,GR_door_sensor
4101,13,8407F539,1.9830923728773022,GR_body_sensor
0301,11,160A,10.82398737072441,z_wave_controller
4103,13,8408DC81,10.038869127835065,z_wave_controller
0303,11,6F59,2.05737535436828,GR_body_sensor
4101,21,7105000000FF05000102A4FF,3.1549905099709403,GR_water_sensor
0301,11,46AF,10.802816219710394,z_wave_controller
4102,15,30030006E866,3.14531659841213,GR_water_sensor
0302,11,1FFF,10.225589124224818,z_wave_controller
4103,14,800351F146,3.2843629932733727,GR_water_sensor
0303,11,28CF,10.55872482911264,z_wave_controller
0506,22,2000FA400000000001220100CA,10.024440954362719,z_wave_controller
4101,12,840753,5.395486051352409,NEO_door_sensor
0301,10,94,10.10740397937133,z_wave_controller
4109,12,840854,10.527152368102783,z_wave_controller
0309,10,9C,5.153752666449479,NEO_door_sensor
4101,12,840755,3.4357685878367934,GR_door_sensor
0301,10,92,10.088680578062347,z_wave_controller
410A,12,840851,10.062697247736237,z_wave_controller
030A,10,99,3.4038065238736515,GR_door_sensor
4101,21,7105000000FF05000102A4FF,3.2892674885766646,GR_water_sensor
0301,11,46AF,10.65127894834091,z_wave_controller
4102,15,30030006E866,3.2975662698888746,GR_water_sensor
0302,11,1FFF,10.66200273355289,z_wave_controller
4103,14,800351F146,3.1359233941357147,GR_water_sensor
0303,11,28CF,10.462479839098489,z_wave_controller
0507,22,2000FA400000000001220100CB,10.890848375776788,z_wave_controller
4101,12,840753,5.104119273922838,NEO_door_sensor
0301,10,94,10.936483657868067,z_wave_controller
410B,12,840856,10.83336233601728,z_wave_controller
030B,10,9E,5.180055202882974,NEO_door_sensor
4101,12,840755,3.4551460692258176,GR_door_sensor
0301,10,92,10.944382184110761,z_wave_controller
410C,12,840857,10.59868765622955,z_wave_controller
030C,10,9F,3.3983020387053906,GR_door_sensor
4101,13,8407F539,2.0009813822270215,GR_body_sensor
0301,11,160A,10.01249375620269,z_wave_controller
4104,13,8408BB55,10.080730816900514,z_wave_controller
0304,11,EAC9,1.949452596094725,GR_body_sensor
4101,21,7105000000FF05000102A4FF,3.167439505173022,GR_water_sensor
0301,11,46AF,10.723411778408556,z_wave_controller
4102,15,30030006E866,3.220667851521127,GR_water_sensor
0302,11,1FFF,10.097187856913706,z_wave_controller
4103,14,800351F146,3.160520488995339,GR_water_sensor
0303,11,28CF,10.218400997035713,z_wave_controller
0508,22,2000FA400000000001220100C4,10.434911981786888,z_wave_controller
4101,12,840753,5.474409342459699,NEO_door_sensor
0301,10,94,10.287360090551834,z_wave_controller
410D,12,840850,10.832026380888012,z_wave_controller
030D,10,98,5.103923117379364,NEO_door_sensor
4101,21,7105000000FF05000102A4FF,3.192933029327679,GR_water_sensor
0301,11,46AF,10.335112568670285,z_wave_controller
4102,15,30030006E866,3.2040116808906047,GR_water_sensor
0302,11,1FFF,10.668414645180079,z_wave_controller
4101,12,840755,3.3904958855950427,GR_door_sensor
0301,10,92,10.98887738270298,z_wave_controller
410E,12,840855,10.564550862200193,z_wave_controller
030E,10,9D,3.3838322979047804,GR_door_sensor
4103,14,800351F146,3.297573852858658,GR_water_sensor
0303,11,28CF,10.915143460179863,z_wave_controller
0509,22,2000FA400000000001220100C5,10.388908534359643,z_wave_controller
4101,14,2001FFBD62,1.9621232611037134,GR_body_sensor
0301,11,160A,10.404125858003722,z_wave_controller
4102,14,2001FF541B,2.043672195195426,GR_body_sensor
4102,14,2001FF541B,2.0759581700825906,GR_body_sensor
5102,13,2001FF18,2.0129674406013063,GR_body_sensor
4103,14,2001FF11BB,2.001651501561988,GR_body_sensor
4103,14,2001FF11BB,1.9271242608009018,GR_body_sensor
5103,13,2001FF19,2.0918344559848125,GR_body_sensor
8101,16,0010012001FFC7,1.996011328173725,GR_body_sensor
8101,16,0011012001FFC6,1.9308861635331436,GR_body_sensor
8101,16,0011012001FFC6,2.0943199281562728,GR_body_sensor
8101,16,0011012001FFC6,2.0842336859061055,GR_body_sensor
C101,13,151F015E,2.1071461124039956,GR_siren
0301,10,96,1.9736230843891043,GR_body_sensor
4104,13,2001FF0E,2.046765135394982,GR_body_sensor
4104,13,2001FF0E,2.0183246841156985,GR_body_sensor
4104,13,2001FF0E,1.9722565370205871,GR_body_sensor
4501,21,2000FA40000000002001FF8D,2.0684775321863293,GR_body_sensor
4105,20,7105000000FF070800B8E6,1.97166167814624,GR_body_sensor
0305,11,CACA,10.640485841467047,z_wave_controller
4106,20,7105000000FF070800CEC6,1.905570913129035,GR_body_sensor
4106,20,7105000000FF070800CEC6,1.9168906762658282,GR_body_sensor
5106,19,7105000000FF07080058,1.9844659592212517,GR_body_sensor
4107,20,7105000000FF070800CDB3,2.0592730532909753,GR_body_sensor
4107,20,7105000000FF070800CDB3,1.9729284577643955,GR_body_sensor
5107,19,7105000000FF07080059,2.0324774437694426,GR_body_sensor
8102,22,0010017105000000FF07080098,1.956116540585448,GR_body_sensor
8102,22,0011017105000000FF07080099,1.967681395021685,GR_body_sensor
8102,22,0011017105000000FF07080099,2.045489518563729,GR_body_sensor
8102,22,0011017105000000FF07080099,2.0216566208365436,GR_body_sensor
C102,13,151F015D,2.1905844062312276,GR_siren
0302,10,95,2.04115534868916,GR_body_sensor
4108,19,7105000000FF07080046,1.9413082321357793,GR_body_sensor
4108,19,7105000000FF07080046,2.0535778241518963,GR_body_sensor
4108,19,7105000000FF07080046,2.027423204957596,GR_body_sensor
4502,27,2000FA40000000007105000000FF070800DA,2.0450159211487113,GR_body_sensor
4101,14,2001FFBD62,2.0941382475817973,GR_body_sensor
0301,11,160A,10.36878484186092,z_wave_controller
4102,14,2001FF541B,2.0086206879009216,GR_body_sensor
4102,14,2001FF541B,2.0930044019730336,GR_body_sensor
5102,13,2001FF18,1.9963888600084747,GR_body_sensor
4103,14,2001FF11BB,1.9926710016351885,GR_body_sensor
4103,14,2001FF11BB,1.9236885728751558,GR_body_sensor
5103,13,2001FF19,1.918587626550028,GR_body_sensor
8101,16,0010012001FFC7,1.9965726075795742,GR_body_sensor
8101,16,0011012001FFC6,2.0764775941136393,GR_body_sensor
8101,16,0011012001FFC6,1.9345237510191475,GR_body_sensor
8101,16,0011012001FFC6,1.9655334660050667,GR_body_sensor
C101,13,151F015E,2.149944811059782,GR_siren
0301,10,96,1.9964815935840279,GR_body_sensor
4104,13,2001FF0E,2.0156889532278015,GR_body_sensor
4104,13,2001FF0E,1.9804262925028435,GR_body_sensor
4104,13,2001FF0E,1.9803396737902133,GR_body_sensor
4501,21,2000FA40000000002001FF8D,2.0009153495139222,GR_body_sensor
4101,21,7105000000FF05000102A4FF,3.286512875933102,GR_water_sensor
0301,11,46AF,10.804629922909793,z_wave_controller
4102,15,30030006E866,3.207247674886858,GR_water_sensor
0302,11,1FFF,10.508912282880546,z_wave_controller
4105,20,7105000000FF070800B8E6,1.9267582618927754,GR_body_sensor
0305,11,CACA,10.545173222375578,z_wave_controller
4106,20,7105000000FF070800CEC6,2.018334831602425,GR_body_sensor
4106,20,7105000000FF070800CEC6,1.9868182010044204,GR_body_sensor
5106,19,7105000000FF07080058,2.03836072746895,GR_body_sensor
4107,20,7105000000FF070800CDB3,1.949628809996817,GR_body_sensor
4107,20,7105000000FF070800CDB3,2.0219946759920795,GR_body_sensor
5107,19,7105000000FF07080059,1.9161213441234288,GR_body_sensor
8102,22,0010017105000000FF07080098,1.9198826415914434,GR_body_sensor
8102,22,0011017105000000FF07080099,1.9459225643321536,GR_body_sensor
8102,22,0011017105000000FF07080099,2.0078052856099005,GR_body_sensor
8102,22,0011017105000000FF07080099,2.0635657174871502,GR_body_sensor
C102,13,151F015D,2.1282479985528893,GR_siren
0302,10,95,1.9633054914657408,GR_body_sensor
4108,19,7105000000FF07080046,2.03870892856633,GR_body_sensor
4108,19,7105000000FF07080046,2.0169211747294953,GR_body_sensor
4108,19,7105000000FF07080046,2.093759625575635,GR_body_sensor
4502,27,2000FA40000000007105000000FF070800DA,1.902303694893079,GR_body_sensor
4101,12,840753,5.178874249959582,NEO_door_sensor
0301,10,94,10.914168779189556,z_wave_controller
4103,14,800351F146,3.2426349841809836,GR_water_sensor
0303,11,28CF,10.40593715172059,z_wave_controller
410F,12,840852,10.428584256782504,z_wave_controller
030F,10,9A,5.03700381836641,NEO_door_sensor
4101,12,840755,3.3328091982695387,GR_door_sensor
0301,10,92,10.412602343213173,z_wave_controller
4101,12,84085A,10.843380836749455,z_wave_controller
0301,10,92,3.469907313648542,GR_door_sensor
050A,22,2000FA400000000001220100C6,10.973198491977605,z_wave_controller
4101,13,8407F539,2.018036108648564,GR_body_sensor
0301,11,160A,10.96988103547433,z_wave_controller
4105,13,84081104,10.564241764387381,z_wave_controller
0305,11,DDF9,2.087604578250965,GR_body_sensor
4101,21,7105000000FF05000102A4FF,3.2720748685630507,GR_water_sensor
0301,11,46AF,10.29683282896798,z_wave_controller
4102,15,30030006E866,3.110222595521713,GR_water_sensor
0302,11,1FFF,10.979545962712633,z_wave_controller
4103,14,800351F146,3.1907104680794696,GR_water_sensor
0303,11,28CF,10.72953172401202,z_wave_controller
4101,20,7105000000FF050200B93A,3.4395708032351973,NEO_water_sensor
0301,11,2669,10.282139152244945,z_wave_controller
4102,21,7105000000FF05000102BD31,3.45869751086591,NEO_water_sensor
0302,11,7F39,10.124454064744812,z_wave_controller
4101,12,840753,5.131884013854091,NEO_door_sensor
0301,10,94,10.270722692014726,z_wave_controller
4102,12,84085F,10.730861625144911,z_wave_controller
0302,10,97,5.068529016883453,NEO_door_sensor
4101,12,840755,3.3815286369343283,GR_door_sensor
0301,10,92,10.330993799099135,z_wave_controller
4103,12,840858,10.085438481180235,z_wave_controller
0303,10,90,3.3485732969457875,GR_door_sensor
4101,20,7105000000FF050200B93A,3.419664535398649,NEO_water_sensor
0301,11,2669,10.3362884129041,z_wave_controller
4102,21,7105000000FF05000102BD31,3.4515875241582923,NEO_water_sensor
0302,11,7F39,10.45455272029221,z_wave_controller
4101,20,7105000000FF050200B93A,3.4670852413170414,NEO_water_sensor
0301,11,2669,10.82154271347086,z_wave_controller
4102,21,7105000000FF05000102BD31,3.432391293894429,NEO_water_sensor
0302,11,7F39,10.128971298638113,z_wave_controller
4103,20,7105000000FF050200BFD0,3.4919468197045855,NEO_water_sensor
0303,11,4809,10.04424006946068,z_wave_controller
4101,21,7105000000FF050001027294,3.4979602998806927,NEO_water_sensor
0301,11,2669,10.728618204339472,z_wave_controller
050B,22,2000FA400000000001220100C7,10.662898095749046,z_wave_controller
4101,21,7105000000FF05000102A4FF,3.1732516655472485,GR_water_sensor
0301,11,46AF,10.348869859211675,z_wave_controller
4102,15,30030006E866,3.1789462267297273,GR_water_sensor
0302,11,1FFF,10.910519220660406,z_wave_controller
4103,14,800351F146,3.146379994828577,GR_water_sensor
0303,11,28CF,10.242318734899095,z_wave_controller
4101,12,840753,5.154534505204225,NEO_door_sensor
0301,10,94,10.758916671421222,z_wave_controller
4104,12,840859,10.701691014467926,z_wave_controller
0304,10,91,5.286887255368174,NEO_door_sensor
4101,12,840755,3.4397861531850995,GR_door_sensor
0301,10,92,10.742566733375968,z_wave_controller
4105,12,84085E,10.895311395467973,z_wave_controller
0305,10,96,3.457168619139064,GR_door_sensor
4101,14,2001FFBD62,1.9637562283819237,GR_body_sensor
0301,11,160A,10.55348755192133,z_wave_controller
4102,14,2001FF541B,2.009653090979992,GR_body_sensor
4102,14,2001FF541B,2.0765576850765584,GR_body_sensor
5102,13,2001FF18,2.08583129729163,GR_body_sensor
4103,14,2001FF11BB,2.0852096556425974,GR_body_sensor
4103,14,2001FF11BB,2.0935318753153114,GR_body_sensor
5103,13,2001FF19,2.032086127307523,GR_body_sensor
8101,16,0010012001FFC7,2.0113181480544196,GR_body_sensor
8101,16,0011012001FFC6,1.9733489022806123,GR_body_sensor
8101,16,0011012001FFC6,2.008224433571933,GR_body_sensor
8101,16,0011012001FFC6,2.09742138518536,GR_body_sensor
C101,13,151F015E,2.1987521123838607,GR_siren
0301,10,96,1.9741849726085683,GR_body_sensor
4104,13,2001FF0E,2.06266643394977,GR_body_sensor
4104,13,2001FF0E,2.0448974612488877,GR_body_sensor
4104,13,2001FF0E,1.9241041730716844,GR_body_sensor
4501,21,2000FA40000000002001FF8D,2.02327451394706,GR_body_sensor
050C,22,2000FA400000000001220100C0,10.708510174340976,z_wave_controller
4105,20,7105000000FF070800B8E6,1.9948730081717436,GR_body_sensor
0305,11,CACA,10.482941163716287,z_wave_controller
4106,20,7105000000FF070800CEC6,2.024082553557586,GR_body_sensor
4106,20,7105000000FF070800CEC6,1.907873305601081,GR_body_sensor
5106,19,7105000000FF07080058,2.0473999474768547,GR_body_sensor
4107,20,7105000000FF070800CDB3,2.0083039531375317,GR_body_sensor
4107,20,7105000000FF070800CDB3,2.0218613031467516,GR_body_sensor
5107,19,7105000000FF07080059,2.0806022411742644,GR_body_sensor
8102,22,0010017105000000FF07080098,1.9227238311390997,GR_body_sensor
8102,22,0011017105000000FF07080099,1.9461493412836246,GR_body_sensor
8102,22,0011017105000000FF07080099,2.013393395604141,GR_body_sensor
8102,22,0011017105000000FF07080099,2.0722220263155853,GR_body_sensor
C102,13,151F015D,2.1520272592892726,GR_siren
0302,10,95,2.04635660150029,GR_body_sensor
4108,19,7105000000FF07080046,1.9292129175700738,GR_body_sensor
4108,19,7105000000FF07080046,2.052773311956318,GR_body_sensor
4108,19,7105000000FF07080046,1.951005058534899,GR_body_sensor
4502,27,2000FA40000000007105000000FF070800DA,1.9128724621234336,GR_body_sensor
4101,21,7105000000FF05000102A4FF,3.2845265438413853,GR_water_sensor
0301,11,46AF,10.290813236225485,z_wave_controller
4102,15,30030006E866,3.2072864036052193,GR_water_sensor
0302,11,1FFF,10.990726800290155,z_wave_controller
4103,14,800351F146,3.2127717675430207,GR_water_sensor
0303,11,28CF,10.909284420442653,z_wave_controller
4101,14,2001FFBD62,2.001713727052823,GR_body_sensor
0301,11,160A,10.983102889398133,z_wave_controller
4102,14,2001FF541B,2.0784629641626697,GR_body_sensor
4102,14,2001FF541B,2.032150369509462,GR_body_sensor
5102,13,2001FF18,1.915718170519331,GR_body_sensor
4103,14,2001FF11BB,2.0382863162778087,GR_body_sensor
4103,14,2001FF11BB,2.050604467259239,GR_body_sensor
5103,13,2001FF19,1.9683291044587607,GR_body_sensor
8101,16,0010012001FFC7,2.007434354985029,GR_body_sensor
8101,16,0011012001FFC6,1.9081641195631713,GR_body_sensor
8101,16,0011012001FFC6,1.9732524788570807,GR_body_sensor
8101,16,0011012001FFC6,1.923579238120697,GR_body_sensor
C101,13,151F015E,2.120439410519853,GR_siren
0301,10,96,1.9930520344861018,GR_body_sensor
